,Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,VelocitatMitjanaVol,ArribaTard
1066,1455,2008,1,3,4,2306.0,2135,2318.0,2145,WN,2369,N739GB,72.0,70.0,57.0,93.0,91.0,PHX,ONT,325,0,5.701754385964913,Yes
1067,1457,2008,1,3,4,716.0,700,723.0,715,WN,3422,N684WN,67.0,75.0,54.0,8.0,16.0,PHX,ONT,325,0,6.018518518518518,Yes
1068,1458,2008,1,3,4,2105.0,2020,2117.0,2030,WN,3691,N257WN,72.0,70.0,54.0,47.0,45.0,PHX,ONT,325,0,6.018518518518518,Yes
1069,1460,2008,1,3,4,842.0,835,1023.0,1040,WN,364,N619SW,161.0,185.0,145.0,-17.0,7.0,PHX,PDX,1009,0,6.958620689655173,No
1070,1461,2008,1,3,4,1415.0,1345,1547.0,1540,WN,1012,N378SW,152.0,175.0,141.0,7.0,30.0,PHX,PDX,1009,0,7.156028368794326,Yes
1071,1462,2008,1,3,4,2101.0,1945,2231.0,2140,WN,1484,N242WN,150.0,175.0,139.0,51.0,76.0,PHX,PDX,1009,0,7.258992805755396,Yes
1072,1463,2008,1,3,4,1001.0,940,1613.0,1600,WN,175,N759GS,252.0,260.0,236.0,13.0,21.0,PHX,PHL,2075,0,8.792372881355933,Yes
1073,1464,2008,1,3,4,1620.0,1600,2236.0,2220,WN,287,N747SA,256.0,260.0,235.0,16.0,20.0,PHX,PHL,2075,0,8.829787234042554,Yes
1074,1465,2008,1,3,4,1322.0,1310,1912.0,1905,WN,3657,N260WN,230.0,235.0,207.0,7.0,12.0,PHX,PIT,1813,0,8.758454106280194,Yes
1075,1468,2008,1,3,4,2243.0,2120,2325.0,2210,WN,489,N279WN,102.0,110.0,86.0,75.0,83.0,PHX,RNO,601,0,6.988372093023256,Yes
1076,1469,2008,1,3,4,1444.0,1430,1536.0,1520,WN,736,N342SW,112.0,110.0,87.0,16.0,14.0,PHX,RNO,601,0,6.908045977011494,Yes
1077,1470,2008,1,3,4,1031.0,1020,1117.0,1115,WN,1144,N684WN,106.0,115.0,87.0,2.0,11.0,PHX,RNO,601,0,6.908045977011494,Yes
1078,1471,2008,1,3,4,1418.0,1405,1427.0,1410,WN,123,N287WN,69.0,65.0,51.0,17.0,13.0,PHX,SAN,304,0,5.96078431372549,Yes
1079,1472,2008,1,3,4,2301.0,2120,2314.0,2125,WN,242,N797MX,73.0,65.0,58.0,109.0,101.0,PHX,SAN,304,0,5.241379310344827,Yes
1080,1473,2008,1,3,4,2143.0,2045,2143.0,2050,WN,381,N398SW,60.0,65.0,51.0,53.0,58.0,PHX,SAN,304,0,5.96078431372549,Yes
1081,1474,2008,1,3,4,1706.0,1645,1710.0,1650,WN,458,N203WN,64.0,65.0,52.0,20.0,21.0,PHX,SAN,304,0,5.846153846153846,Yes
1082,1476,2008,1,3,4,1055.0,1030,1103.0,1045,WN,1010,N744SW,68.0,75.0,54.0,18.0,25.0,PHX,SAN,304,0,5.62962962962963,Yes
1083,1477,2008,1,3,4,856.0,845,901.0,855,WN,1069,N630WN,65.0,70.0,53.0,6.0,11.0,PHX,SAN,304,0,5.735849056603773,Yes
1084,1479,2008,1,3,4,1809.0,1730,1834.0,1735,WN,1511,N263WN,85.0,65.0,66.0,59.0,39.0,PHX,SAN,304,0,4.606060606060606,Yes
1085,1481,2008,1,3,4,1800.0,1610,1814.0,1615,WN,1600,N769SW,74.0,65.0,61.0,119.0,110.0,PHX,SAN,304,0,4.983606557377049,Yes
1086,1482,2008,1,3,4,809.0,800,811.0,810,WN,1855,N797MX,62.0,70.0,51.0,1.0,9.0,PHX,SAN,304,0,5.96078431372549,Yes
1087,1483,2008,1,3,4,1502.0,1455,1514.0,1500,WN,2442,N453WN,72.0,65.0,56.0,14.0,7.0,PHX,SAN,304,0,5.428571428571429,Yes
1088,1484,2008,1,3,4,1942.0,1840,1949.0,1845,WN,3839,N421LV,67.0,65.0,57.0,64.0,62.0,PHX,SAN,304,0,5.333333333333333,Yes
1089,1485,2008,1,3,4,923.0,910,1222.0,1210,WN,327,N665WN,119.0,120.0,102.0,12.0,13.0,PHX,SAT,843,0,8.264705882352942,Yes
1090,1486,2008,1,3,4,2157.0,2025,42.0,2325,WN,796,N428WN,105.0,120.0,97.0,77.0,92.0,PHX,SAT,843,0,8.690721649484535,Yes
1091,1487,2008,1,3,4,1701.0,1615,1948.0,1915,WN,2015,N792SW,107.0,120.0,97.0,33.0,46.0,PHX,SAT,843,0,8.690721649484535,Yes
1092,1488,2008,1,3,4,1231.0,1200,1527.0,1505,WN,3168,N513SW,116.0,125.0,103.0,22.0,31.0,PHX,SAT,843,0,8.184466019417476,Yes
1093,1490,2008,1,3,4,906.0,850,1058.0,1105,WN,754,N250WN,172.0,195.0,156.0,-7.0,16.0,PHX,SEA,1107,0,7.096153846153846,No
1094,1491,2008,1,3,4,1153.0,1145,1351.0,1400,WN,1481,N227WN,178.0,195.0,150.0,-9.0,8.0,PHX,SEA,1107,0,7.38,No
1095,1492,2008,1,3,4,2000.0,1935,2203.0,2145,WN,2361,N348SW,183.0,190.0,159.0,18.0,25.0,PHX,SEA,1107,0,6.962264150943396,Yes
1096,1493,2008,1,3,4,2138.0,2115,2233.0,2210,WN,160,N783SW,115.0,115.0,96.0,23.0,23.0,PHX,SJC,621,0,6.46875,Yes
1097,1495,2008,1,3,4,1004.0,955,1113.0,1100,WN,502,N359SW,129.0,125.0,109.0,13.0,9.0,PHX,SJC,621,0,5.697247706422019,Yes
1098,1496,2008,1,3,4,1544.0,1415,1639.0,1510,WN,2094,N395SW,115.0,115.0,102.0,89.0,89.0,PHX,SJC,621,0,6.088235294117647,Yes
1099,1499,2008,1,3,4,1343.0,1315,1506.0,1450,WN,320,N345SA,83.0,95.0,70.0,16.0,28.0,PHX,SLC,507,0,7.242857142857143,Yes
1100,1500,2008,1,3,4,1915.0,1845,2042.0,2020,WN,410,N327SW,87.0,95.0,73.0,22.0,30.0,PHX,SLC,507,0,6.945205479452055,Yes
1101,1502,2008,1,3,4,2218.0,2120,2342.0,2250,WN,980,N711HK,84.0,90.0,71.0,52.0,58.0,PHX,SLC,507,0,7.140845070422535,Yes
1102,1503,2008,1,3,4,1454.0,1425,1622.0,1600,WN,1022,N655WN,88.0,95.0,72.0,22.0,29.0,PHX,SLC,507,0,7.041666666666667,Yes
1103,1504,2008,1,3,4,902.0,825,1032.0,1005,WN,1041,N474WN,90.0,100.0,73.0,27.0,37.0,PHX,SLC,507,0,6.945205479452055,Yes
1104,1505,2008,1,3,4,1733.0,1655,1904.0,1830,WN,1684,N429WN,91.0,95.0,74.0,34.0,38.0,PHX,SLC,507,0,6.851351351351352,Yes
1105,1508,2008,1,3,4,1036.0,1025,1147.0,1135,WN,207,N398SW,131.0,130.0,108.0,12.0,11.0,PHX,SMF,647,0,5.9907407407407405,Yes
1106,1510,2008,1,3,4,1555.0,1500,1648.0,1600,WN,877,N362SW,113.0,120.0,103.0,48.0,55.0,PHX,SMF,647,0,6.281553398058253,Yes
1107,1511,2008,1,3,4,2315.0,2135,9.0,2235,WN,1309,N304SW,114.0,120.0,101.0,94.0,100.0,PHX,SMF,647,0,6.405940594059406,Yes
1108,1512,2008,1,3,4,1825.0,1810,1924.0,1910,WN,2453,N662SW,119.0,120.0,96.0,14.0,15.0,PHX,SMF,647,0,6.739583333333333,Yes
1109,1513,2008,1,3,4,1648.0,1635,1740.0,1735,WN,3941,N480WN,112.0,120.0,98.0,5.0,13.0,PHX,SMF,647,0,6.6020408163265305,Yes
1110,1514,2008,1,3,4,1148.0,1135,1222.0,1155,WN,259,N270WN,94.0,80.0,58.0,27.0,13.0,PHX,SNA,338,0,5.827586206896552,Yes
1111,1518,2008,1,3,4,1546.0,1515,1600.0,1530,WN,1413,N706SW,74.0,75.0,59.0,30.0,31.0,PHX,SNA,338,0,5.728813559322034,Yes
1112,1520,2008,1,3,4,1729.0,1720,1740.0,1730,WN,2707,N468WN,71.0,70.0,57.0,10.0,9.0,PHX,SNA,338,0,5.9298245614035086,Yes
1113,1521,2008,1,3,4,1357.0,1330,1408.0,1345,WN,3501,N732SW,71.0,75.0,57.0,23.0,27.0,PHX,SNA,338,0,5.9298245614035086,Yes
1114,1523,2008,1,3,4,1711.0,1705,2052.0,2055,WN,868,N389SW,161.0,170.0,147.0,-3.0,6.0,PHX,STL,1262,0,8.585034013605442,No
1115,1524,2008,1,3,4,1923.0,1905,2258.0,2300,WN,958,N728SW,155.0,175.0,140.0,-2.0,18.0,PHX,STL,1262,0,9.014285714285714,No
1116,1527,2008,1,3,4,1003.0,945,1551.0,1540,WN,243,N228WN,228.0,235.0,203.0,11.0,18.0,PHX,TPA,1788,0,8.807881773399014,Yes
1117,1528,2008,1,3,4,2207.0,2040,59.0,2355,WN,504,N704SW,112.0,135.0,104.0,64.0,87.0,PHX,TUL,935,0,8.990384615384615,Yes
1118,1529,2008,1,3,4,1409.0,1355,1711.0,1710,WN,627,N320SW,122.0,135.0,110.0,1.0,14.0,PHX,TUL,935,0,8.5,Yes
1119,1532,2008,1,3,4,1023.0,1005,1117.0,1100,WN,1414,N402WN,54.0,55.0,45.0,17.0,18.0,PIT,BWI,210,0,4.666666666666667,Yes
1120,1533,2008,1,3,4,1936.0,1925,2028.0,2020,WN,3657,N260WN,52.0,55.0,40.0,8.0,11.0,PIT,BWI,210,0,5.25,Yes
1121,1534,2008,1,3,4,1710.0,1645,1851.0,1840,WN,94,N715SW,281.0,295.0,268.0,11.0,25.0,PIT,LAS,1910,0,7.126865671641791,Yes
1122,1538,2008,1,3,4,2047.0,2010,2259.0,2225,WN,3592,N406WN,132.0,135.0,115.0,34.0,37.0,PIT,MCO,834,0,7.252173913043478,Yes
1123,1540,2008,1,3,4,1833.0,1755,1853.0,1830,WN,490,N651SW,80.0,95.0,65.0,23.0,38.0,PIT,MDW,402,0,6.184615384615385,Yes
1124,1541,2008,1,3,4,1429.0,1410,1449.0,1435,WN,921,N430WN,80.0,85.0,64.0,14.0,19.0,PIT,MDW,402,0,6.28125,Yes
1125,1542,2008,1,3,4,1221.0,1205,1237.0,1235,WN,2361,N348SW,76.0,90.0,63.0,2.0,16.0,PIT,MDW,402,0,6.380952380952381,Yes
1126,1543,2008,1,3,4,2117.0,2035,2136.0,2105,WN,3336,N208WN,79.0,90.0,61.0,31.0,42.0,PIT,MDW,402,0,6.590163934426229,Yes
1127,1544,2008,1,3,4,909.0,900,930.0,935,WN,3501,N732SW,81.0,95.0,66.0,-5.0,9.0,PIT,MDW,402,0,6.090909090909091,No
1128,1545,2008,1,3,4,1549.0,1455,1715.0,1610,WN,374,N791SW,86.0,75.0,62.0,65.0,54.0,PIT,PHL,267,0,4.306451612903226,Yes
1129,1546,2008,1,3,4,1850.0,1815,1957.0,1950,WN,548,N791SW,67.0,95.0,55.0,7.0,35.0,PIT,PHL,267,0,4.8545454545454545,Yes
1130,1548,2008,1,3,4,1304.0,1245,1422.0,1355,WN,1236,N614SW,78.0,70.0,53.0,27.0,19.0,PIT,PHL,267,0,5.037735849056604,Yes
1131,1552,2008,1,3,4,1358.0,1325,1624.0,1615,WN,458,N203WN,266.0,290.0,251.0,9.0,33.0,PIT,PHX,1813,0,7.223107569721115,Yes
1132,1553,2008,1,3,4,1532.0,1500,1739.0,1735,WN,107,N672SW,127.0,155.0,116.0,4.0,32.0,PIT,TPA,873,0,7.525862068965517,Yes
1133,1554,2008,1,3,4,1040.0,1015,1157.0,1200,WN,1151,N386SW,137.0,165.0,124.0,-3.0,25.0,PVD,BNA,907,0,7.314516129032258,No
1134,1556,2008,1,3,4,1646.0,1630,1750.0,1750,WN,421,N746SW,64.0,80.0,52.0,0.0,16.0,PVD,BWI,328,0,6.3076923076923075,No
1135,1557,2008,1,3,4,1118.0,1105,1220.0,1220,WN,983,N223WN,62.0,75.0,50.0,0.0,13.0,PVD,BWI,328,0,6.56,No
1136,1558,2008,1,3,4,1747.0,1730,1857.0,1850,WN,1062,N380SW,70.0,80.0,53.0,7.0,17.0,PVD,BWI,328,0,6.188679245283019,Yes
1137,1559,2008,1,3,4,1957.0,1925,2102.0,2045,WN,1154,N371SW,65.0,80.0,55.0,17.0,32.0,PVD,BWI,328,0,5.963636363636364,Yes
1138,1560,2008,1,3,4,1308.0,1300,1414.0,1415,WN,1161,N705SW,66.0,75.0,56.0,-1.0,8.0,PVD,BWI,328,0,5.857142857142857,No
1139,1561,2008,1,3,4,648.0,635,805.0,755,WN,2031,N699SW,77.0,80.0,60.0,10.0,13.0,PVD,BWI,328,0,5.466666666666667,Yes
1140,1562,2008,1,3,4,1824.0,1815,1938.0,1935,WN,2034,N701GS,74.0,80.0,57.0,3.0,9.0,PVD,BWI,328,0,5.754385964912281,Yes
1141,1565,2008,1,3,4,1519.0,1455,1627.0,1610,WN,2795,N266WN,68.0,75.0,56.0,17.0,24.0,PVD,BWI,328,0,5.857142857142857,Yes
1142,1567,2008,1,3,4,801.0,740,1048.0,1110,WN,2988,N208WN,167.0,210.0,151.0,-22.0,21.0,PVD,FLL,1188,0,7.867549668874172,No
1143,1568,2008,1,3,4,747.0,730,1019.0,1040,WN,3423,N298WN,332.0,370.0,318.0,-21.0,17.0,PVD,LAS,2363,0,7.430817610062893,No
1144,1569,2008,1,3,4,1255.0,1230,1534.0,1540,WN,186,N438WN,159.0,190.0,145.0,-6.0,25.0,PVD,MCO,1073,0,7.4,No
1145,1570,2008,1,3,4,801.0,720,1039.0,1030,WN,499,N621SW,158.0,190.0,143.0,9.0,41.0,PVD,MCO,1073,0,7.503496503496503,Yes
1146,1571,2008,1,3,4,1711.0,1705,1954.0,2010,WN,1030,N439WN,163.0,185.0,145.0,-16.0,6.0,PVD,MCO,1073,0,7.4,No
1147,1572,2008,1,3,4,956.0,945,1231.0,1250,WN,2368,N786SW,155.0,185.0,142.0,-19.0,11.0,PVD,MCO,1073,0,7.556338028169014,No
1148,1573,2008,1,3,4,2042.0,2030,2325.0,2330,WN,2451,N228WN,163.0,180.0,147.0,-5.0,12.0,PVD,MCO,1073,0,7.299319727891157,No
1149,1574,2008,1,3,4,1613.0,1545,1857.0,1850,WN,3134,N355SW,164.0,185.0,142.0,7.0,28.0,PVD,MCO,1073,0,7.556338028169014,Yes
1150,1575,2008,1,3,4,644.0,630,805.0,810,WN,118,N299WN,141.0,160.0,122.0,-5.0,14.0,PVD,MDW,842,0,6.901639344262295,No
1151,1576,2008,1,3,4,1054.0,1030,1209.0,1210,WN,299,N718SW,135.0,160.0,123.0,-1.0,24.0,PVD,MDW,842,0,6.845528455284553,No
1152,1577,2008,1,3,4,1933.0,1925,2103.0,2105,WN,393,N417WN,150.0,160.0,125.0,-2.0,8.0,PVD,MDW,842,0,6.736,No
1153,1578,2008,1,3,4,1503.0,1455,1626.0,1635,WN,3841,N280WN,143.0,160.0,124.0,-9.0,8.0,PVD,MDW,842,0,6.790322580645161,No
1154,1579,2008,1,3,4,833.0,825,932.0,940,WN,723,N648SW,59.0,75.0,49.0,-8.0,8.0,PVD,PHL,238,0,4.857142857142857,No
1155,1581,2008,1,3,4,1435.0,1340,1537.0,1500,WN,1338,N237WN,62.0,80.0,49.0,37.0,55.0,PVD,PHL,238,0,4.857142857142857,Yes
1156,1582,2008,1,3,4,1617.0,1540,1725.0,1710,WN,1410,N614SW,68.0,90.0,55.0,15.0,37.0,PVD,PHL,238,0,4.327272727272727,Yes
1157,1583,2008,1,3,4,2021.0,2005,2120.0,2125,WN,2731,N339SW,59.0,80.0,48.0,-5.0,16.0,PVD,PHL,238,0,4.958333333333333,No
1158,1584,2008,1,3,4,1636.0,1610,2013.0,2005,WN,3061,N447WN,337.0,355.0,324.0,8.0,26.0,PVD,PHX,2277,0,7.027777777777778,Yes
1159,1585,2008,1,3,4,705.0,655,950.0,1010,WN,77,N330SW,165.0,195.0,151.0,-20.0,10.0,PVD,TPA,1137,0,7.529801324503311,No
1160,1586,2008,1,3,4,1358.0,1335,1649.0,1650,WN,3405,N772SW,171.0,195.0,157.0,-1.0,23.0,PVD,TPA,1137,0,7.24203821656051,No
1161,1587,2008,1,3,4,1901.0,1855,2155.0,2210,WN,3580,N206WN,174.0,195.0,157.0,-15.0,6.0,PVD,TPA,1137,0,7.24203821656051,No
1162,1588,2008,1,3,4,2056.0,2020,2118.0,2055,WN,312,N604SW,82.0,95.0,69.0,23.0,36.0,RDU,BNA,443,0,6.420289855072464,Yes
1163,1591,2008,1,3,4,1324.0,1315,1345.0,1350,WN,2463,N771SA,81.0,95.0,68.0,-5.0,9.0,RDU,BNA,443,0,6.514705882352941,No
1164,1592,2008,1,3,4,1805.0,1745,1839.0,1820,WN,2821,N218WN,94.0,95.0,70.0,19.0,20.0,RDU,BNA,443,0,6.328571428571428,Yes
1165,1594,2008,1,3,4,1739.0,1645,1840.0,1745,WN,269,N325SW,61.0,60.0,45.0,55.0,54.0,RDU,BWI,255,0,5.666666666666667,Yes
1166,1596,2008,1,3,4,1536.0,1520,1630.0,1620,WN,1516,N657SW,54.0,60.0,43.0,10.0,16.0,RDU,BWI,255,0,5.930232558139535,Yes
1167,1597,2008,1,3,4,1208.0,1200,1306.0,1255,WN,2621,N266WN,58.0,55.0,48.0,11.0,8.0,RDU,BWI,255,0,5.3125,Yes
1168,1602,2008,1,3,4,1313.0,1255,1446.0,1440,WN,1414,N402WN,93.0,105.0,80.0,6.0,18.0,RDU,MCO,534,0,6.675,Yes
1169,1603,2008,1,3,4,1858.0,1835,2033.0,2020,WN,3046,N638SW,95.0,105.0,79.0,13.0,23.0,RDU,MCO,534,0,6.7594936708860756,Yes
1170,1604,2008,1,3,4,1115.0,1050,1249.0,1230,WN,3499,N204WN,94.0,100.0,78.0,19.0,25.0,RDU,MCO,534,0,6.846153846153846,Yes
1171,1607,2008,1,3,4,1907.0,1835,2006.0,1940,WN,1076,N411WN,119.0,125.0,103.0,26.0,32.0,RDU,MDW,632,0,6.135922330097087,Yes
1172,1608,2008,1,3,4,955.0,940,1100.0,1045,WN,1402,N675AA,125.0,125.0,108.0,15.0,15.0,RDU,MDW,632,0,5.851851851851852,Yes
1173,1609,2008,1,3,4,1136.0,1130,1249.0,1245,WN,144,N421LV,73.0,75.0,58.0,4.0,6.0,RDU,PHL,336,0,5.793103448275862,Yes
1174,1610,2008,1,3,4,1343.0,1325,1456.0,1440,WN,201,N251WN,73.0,75.0,57.0,16.0,18.0,RDU,PHL,336,0,5.894736842105263,Yes
1175,1612,2008,1,3,4,2111.0,2040,2216.0,2155,WN,882,N774SW,65.0,75.0,54.0,21.0,31.0,RDU,PHL,336,0,6.222222222222222,Yes
1176,1613,2008,1,3,4,1727.0,1700,1843.0,1825,WN,1502,N656SW,76.0,85.0,60.0,18.0,27.0,RDU,PHL,336,0,5.6,Yes
1177,1615,2008,1,3,4,1024.0,1015,1302.0,1320,WN,221,N269WN,278.0,305.0,265.0,-18.0,9.0,RDU,PHX,1891,0,7.1358490566037736,No
1178,1617,2008,1,3,4,1929.0,1910,2111.0,2100,WN,2634,N448WN,102.0,110.0,86.0,11.0,19.0,RDU,TPA,587,0,6.825581395348837,Yes
1179,1618,2008,1,3,4,728.0,625,910.0,820,WN,3266,N698SW,102.0,115.0,87.0,50.0,63.0,RDU,TPA,587,0,6.747126436781609,Yes
1180,1619,2008,1,3,4,1856.0,1815,2056.0,2020,WN,239,N267WN,60.0,65.0,48.0,36.0,41.0,RNO,BOI,335,0,6.979166666666667,Yes
1181,1621,2008,1,3,4,1501.0,1410,1657.0,1615,WN,3589,N601WN,56.0,65.0,47.0,42.0,51.0,RNO,BOI,335,0,7.127659574468085,Yes
1182,1622,2008,1,3,4,1302.0,1255,1407.0,1410,WN,120,N277WN,65.0,75.0,54.0,-3.0,7.0,RNO,LAS,345,0,6.388888888888889,No
1183,1623,2008,1,3,4,1130.0,1115,1237.0,1225,WN,380,N444WN,67.0,70.0,57.0,12.0,15.0,RNO,LAS,345,0,6.052631578947368,Yes
1184,1624,2008,1,3,4,1615.0,1545,1725.0,1655,WN,637,N342SW,70.0,70.0,54.0,30.0,30.0,RNO,LAS,345,0,6.388888888888889,Yes
1185,1625,2008,1,3,4,1938.0,1910,2049.0,2020,WN,708,N286WN,71.0,70.0,53.0,29.0,28.0,RNO,LAS,345,0,6.509433962264151,Yes
1186,1626,2008,1,3,4,2230.0,2150,2335.0,2300,WN,1017,N337SW,65.0,70.0,54.0,35.0,40.0,RNO,LAS,345,0,6.388888888888889,Yes
1187,1627,2008,1,3,4,1348.0,1340,1517.0,1455,WN,1027,N230WN,89.0,75.0,53.0,22.0,8.0,RNO,LAS,345,0,6.509433962264151,Yes
1188,1628,2008,1,3,4,1859.0,1725,2011.0,1835,WN,1072,N752SW,72.0,70.0,57.0,96.0,94.0,RNO,LAS,345,0,6.052631578947368,Yes
1189,1629,2008,1,3,4,2029.0,1940,2134.0,2050,WN,1403,N258WN,65.0,70.0,54.0,44.0,49.0,RNO,LAS,345,0,6.388888888888889,Yes
1190,1630,2008,1,3,4,1045.0,1030,1158.0,1140,WN,2018,N313SW,73.0,70.0,54.0,18.0,15.0,RNO,LAS,345,0,6.388888888888889,Yes
1191,1631,2008,1,3,4,904.0,855,1016.0,1005,WN,2113,N350SW,72.0,70.0,58.0,11.0,9.0,RNO,LAS,345,0,5.948275862068965,Yes
1192,1633,2008,1,3,4,1509.0,1445,1619.0,1555,WN,3517,N487WN,70.0,70.0,57.0,24.0,24.0,RNO,LAS,345,0,6.052631578947368,Yes
1193,1635,2008,1,3,4,1140.0,1120,1255.0,1240,WN,397,N424WN,75.0,80.0,62.0,15.0,20.0,RNO,LAX,390,0,6.290322580645161,Yes
1194,1636,2008,1,3,4,1927.0,1855,2049.0,2020,WN,520,N283WN,82.0,85.0,64.0,29.0,32.0,RNO,LAX,390,0,6.09375,Yes
1195,1638,2008,1,3,4,1056.0,1050,1632.0,1640,WN,324,N253WN,216.0,230.0,200.0,-8.0,6.0,RNO,MDW,1680,0,8.4,No
1196,1639,2008,1,3,4,1106.0,1015,1203.0,1110,WN,891,N400WN,57.0,55.0,44.0,53.0,51.0,RNO,OAK,180,0,4.090909090909091,Yes
1197,1640,2008,1,3,4,1235.0,1210,1335.0,1305,WN,2719,N466WN,60.0,55.0,41.0,30.0,25.0,RNO,OAK,180,0,4.390243902439025,Yes
1198,1641,2008,1,3,4,1910.0,1805,2014.0,1900,WN,2732,N788SA,64.0,55.0,46.0,74.0,65.0,RNO,OAK,180,0,3.9130434782608696,Yes
1199,1644,2008,1,3,4,2037.0,1955,2158.0,2125,WN,1511,N263WN,81.0,90.0,64.0,33.0,42.0,RNO,PDX,444,0,6.9375,Yes
1200,1645,2008,1,3,4,1611.0,1545,1734.0,1715,WN,2360,N618WN,83.0,90.0,70.0,19.0,26.0,RNO,PDX,444,0,6.3428571428571425,Yes
1201,1647,2008,1,3,4,1813.0,1720,2053.0,2000,WN,796,N428WN,100.0,100.0,83.0,53.0,53.0,RNO,PHX,601,0,7.240963855421687,Yes
1202,1648,2008,1,3,4,945.0,930,1222.0,1210,WN,1006,N628SW,97.0,100.0,86.0,12.0,15.0,RNO,PHX,601,0,6.988372093023256,Yes
1203,1649,2008,1,3,4,1149.0,1135,1422.0,1415,WN,1231,N684WN,93.0,100.0,83.0,7.0,14.0,RNO,PHX,601,0,7.240963855421687,Yes
1204,1651,2008,1,3,4,1646.0,1600,1815.0,1750,WN,3513,N686SW,89.0,110.0,77.0,25.0,46.0,RNO,SAN,488,0,6.337662337662338,Yes
1205,1653,2008,1,3,4,1603.0,1530,1739.0,1720,WN,3835,N610WN,96.0,110.0,85.0,19.0,33.0,RNO,SEA,564,0,6.635294117647059,Yes
1206,1654,2008,1,3,4,2101.0,2035,2213.0,2135,WN,298,N450WN,72.0,60.0,55.0,38.0,26.0,RNO,SJC,188,0,3.418181818181818,Yes
1207,1656,2008,1,3,4,1221.0,1215,1330.0,1315,WN,1002,N745SW,69.0,60.0,57.0,15.0,6.0,RNO,SJC,188,0,3.2982456140350878,Yes
1208,1657,2008,1,3,4,1801.0,1710,1900.0,1810,WN,1276,N265WN,59.0,60.0,46.0,50.0,51.0,RNO,SJC,188,0,4.086956521739131,Yes
1209,1658,2008,1,3,4,1311.0,1240,1523.0,1500,WN,2969,N642WN,72.0,80.0,61.0,23.0,31.0,RNO,SLC,422,0,6.918032786885246,Yes
1210,1659,2008,1,3,4,1855.0,1825,2121.0,2045,WN,1830,N390SW,146.0,140.0,128.0,36.0,30.0,RSW,BWI,919,0,7.1796875,Yes
1211,1660,2008,1,3,4,1134.0,1110,1355.0,1330,WN,3047,N355SW,141.0,140.0,131.0,25.0,24.0,RSW,BWI,919,0,7.015267175572519,Yes
1212,1661,2008,1,3,4,1925.0,1910,2159.0,2150,WN,3485,N707SA,154.0,160.0,144.0,9.0,15.0,RSW,ISP,1101,0,7.645833333333333,Yes
1213,1663,2008,1,3,4,1445.0,1430,1525.0,1520,WN,630,N786SW,40.0,50.0,28.0,5.0,15.0,RSW,MCO,133,0,4.75,Yes
1214,1668,2008,1,3,4,1554.0,1340,1814.0,1535,WN,3587,N374SW,200.0,175.0,161.0,159.0,134.0,RSW,MDW,1105,0,6.863354037267081,Yes
1215,1670,2008,1,3,4,1424.0,1345,1654.0,1625,WN,294,N398SW,90.0,100.0,76.0,29.0,39.0,SAN,ABQ,628,0,8.263157894736842,Yes
1216,1671,2008,1,3,4,2009.0,1930,2232.0,2210,WN,1255,N361SW,83.0,100.0,72.0,22.0,39.0,SAN,ABQ,628,0,8.722222222222221,Yes
1217,1674,2008,1,3,4,1557.0,1525,2022.0,2005,WN,2529,N453WN,145.0,160.0,133.0,17.0,32.0,SAN,AUS,1164,0,8.75187969924812,Yes
1218,1675,2008,1,3,4,1502.0,1435,2031.0,2015,WN,179,N226WN,209.0,220.0,197.0,16.0,27.0,SAN,BNA,1751,0,8.888324873096447,Yes
1219,1678,2008,1,3,4,1232.0,1225,2014.0,2010,WN,505,N762SW,282.0,285.0,265.0,4.0,7.0,SAN,BWI,2295,0,8.660377358490566,Yes
1220,1679,2008,1,3,4,1425.0,1305,1658.0,1545,WN,1156,N630WN,93.0,100.0,79.0,73.0,80.0,SAN,ELP,636,0,8.050632911392405,Yes
1221,1680,2008,1,3,4,812.0,805,1300.0,1300,WN,588,N240WN,168.0,175.0,150.0,0.0,7.0,SAN,HOU,1312,0,8.746666666666666,No
1222,1682,2008,1,3,4,1609.0,1520,1713.0,1630,WN,156,N466WN,64.0,70.0,49.0,43.0,49.0,SAN,LAS,258,0,5.26530612244898,Yes
1223,1684,2008,1,3,4,1036.0,1025,1150.0,1135,WN,213,N302SW,74.0,70.0,53.0,15.0,11.0,SAN,LAS,258,0,4.867924528301887,Yes
1224,1686,2008,1,3,4,1904.0,1725,2008.0,1835,WN,415,N395SW,64.0,70.0,52.0,93.0,99.0,SAN,LAS,258,0,4.961538461538462,Yes
1225,1688,2008,1,3,4,1630.0,1555,1736.0,1705,WN,719,N414WN,66.0,70.0,48.0,31.0,35.0,SAN,LAS,258,0,5.375,Yes
1226,1689,2008,1,3,4,1818.0,1800,1922.0,1910,WN,802,N902WN,64.0,70.0,51.0,12.0,18.0,SAN,LAS,258,0,5.0588235294117645,Yes
1227,1691,2008,1,3,4,2008.0,1900,2109.0,2010,WN,2273,N692SW,61.0,70.0,48.0,59.0,68.0,SAN,LAS,258,0,5.375,Yes
1228,1692,2008,1,3,4,1803.0,1640,1905.0,1750,WN,2450,N405WN,62.0,70.0,49.0,75.0,83.0,SAN,LAS,258,0,5.26530612244898,Yes
